3.065120E-3	3.035560E-3	3.060360E-3	3.063220E-3	3.055590E-3	3.068940E-3	3.063220E-3	3.065120E-3	3.067030E-3	3.071800E-3	3.060360E-3	3.059400E-3	3.068940E-3	3.073710E-3	3.075610E-3	3.075610E-3	3.065120E-3	3.088970E-3	3.074660E-3	3.062260E-3	3.062260E-3	3.071800E-3	3.069890E-3	3.080380E-3	3.072750E-3	3.082290E-3	3.084200E-3	3.085150E-3	3.075610E-3	3.084200E-3	3.077520E-3	3.067030E-3	3.084200E-3	3.078480E-3	3.095640E-3	3.077520E-3	3.089920E-3	3.087060E-3	3.088010E-3	3.084200E-3	3.090870E-3	3.088010E-3	3.090870E-3	3.093730E-3	3.097550E-3	3.093730E-3	3.093730E-3	3.098500E-3	3.091830E-3	3.097550E-3	3.090870E-3	3.100410E-3	3.103270E-3	3.105180E-3	3.104220E-3	3.106130E-3	3.090870E-3	3.106130E-3	3.110900E-3	3.113760E-3	3.108040E-3	3.116620E-3	3.107090E-3	3.105180E-3	3.113760E-3	3.108040E-3	3.106130E-3	3.105180E-3	3.109950E-3	3.098500E-3	3.104220E-3	3.108990E-3	3.110900E-3	3.110900E-3	3.093730E-3	3.107090E-3	3.103270E-3	3.104220E-3	3.108990E-3	3.109950E-3	3.108040E-3	3.109950E-3	3.107090E-3	3.102320E-3	3.108990E-3	3.108990E-3	3.082290E-3	3.097550E-3	3.108990E-3	3.114720E-3	3.115670E-3	3.097550E-3	3.093730E-3	3.116620E-3	3.120440E-3
3.063220E-3	3.034610E-3	3.064170E-3	3.068940E-3	3.058450E-3	3.071800E-3	3.061310E-3	3.067990E-3	3.073710E-3	3.067030E-3	3.069890E-3	3.071800E-3	3.072750E-3	3.077520E-3	3.067030E-3	3.080380E-3	3.068940E-3	3.083240E-3	3.076570E-3	3.065120E-3	3.067990E-3	3.067030E-3	3.070850E-3	3.075610E-3	3.073710E-3	3.077520E-3	3.082290E-3	3.081340E-3	3.080380E-3	3.093730E-3	3.073710E-3	3.071800E-3	3.088970E-3	3.078480E-3	3.094690E-3	3.080380E-3	3.087060E-3	3.082290E-3	3.084200E-3	3.088010E-3	3.087060E-3	3.088010E-3	3.092780E-3	3.098500E-3	3.088970E-3	3.086100E-3	3.088970E-3	3.097550E-3	3.094690E-3	3.104220E-3	3.094690E-3	3.105180E-3	3.102320E-3	3.104220E-3	3.104220E-3	3.108990E-3	3.097550E-3	3.108990E-3	3.109950E-3	3.117580E-3	3.113760E-3	3.116620E-3	3.112810E-3	3.107090E-3	3.117580E-3	3.104220E-3	3.107090E-3	3.108040E-3	3.115670E-3	3.095640E-3	3.110900E-3	3.107090E-3	3.110900E-3	3.109950E-3	3.095640E-3	3.113760E-3	3.103270E-3	3.105180E-3	3.108990E-3	3.103270E-3	3.104220E-3	3.109950E-3	3.114720E-3	3.099460E-3	3.110900E-3	3.103270E-3	3.084200E-3	3.104220E-3	3.107090E-3	3.133790E-3	3.101360E-3	3.085150E-3	3.106130E-3	3.116620E-3	3.122340E-3
3.067990E-3	3.058450E-3	3.077520E-3	3.067030E-3	3.065120E-3	3.065120E-3	3.056540E-3	3.062260E-3	3.073710E-3	3.069890E-3	3.071800E-3	3.072750E-3	3.077520E-3	3.076570E-3	3.070850E-3	3.081340E-3	3.075610E-3	3.083240E-3	3.081340E-3	3.065120E-3	3.065120E-3	3.074660E-3	3.062260E-3	3.077520E-3	3.081340E-3	3.079430E-3	3.085150E-3	3.085150E-3	3.087060E-3	3.092780E-3	3.082290E-3	3.077520E-3	3.088010E-3	3.087060E-3	3.100410E-3	3.084200E-3	3.092780E-3	3.080380E-3	3.088970E-3	3.085150E-3	3.087060E-3	3.088970E-3	3.093730E-3	3.102320E-3	3.088970E-3	3.089920E-3	3.091830E-3	3.093730E-3	3.093730E-3	3.098500E-3	3.090870E-3	3.104220E-3	3.098500E-3	3.100410E-3	3.110900E-3	3.110900E-3	3.096600E-3	3.100410E-3	3.115670E-3	3.109950E-3	3.108040E-3	3.122340E-3	3.108990E-3	3.107090E-3	3.110900E-3	3.108990E-3	3.108990E-3	3.113760E-3	3.115670E-3	3.095640E-3	3.104220E-3	3.101360E-3	3.115670E-3	3.117580E-3	3.093730E-3	3.115670E-3	3.113760E-3	3.111850E-3	3.111850E-3	3.107090E-3	3.108990E-3	3.108990E-3	3.115670E-3	3.108040E-3	3.110900E-3	3.104220E-3	3.085150E-3	3.102320E-3	3.114720E-3	3.124250E-3	3.091830E-3	3.067030E-3	3.115670E-3	3.120440E-3	3.118530E-3
3.061310E-3	3.084200E-3	3.075610E-3	3.073710E-3	3.062260E-3	3.066080E-3	3.060360E-3	3.060360E-3	3.077520E-3	3.064170E-3	3.080380E-3	3.070850E-3	3.071800E-3	3.085150E-3	3.070850E-3	3.075610E-3	3.068940E-3	3.083240E-3	3.088970E-3	3.067030E-3	3.067030E-3	3.075610E-3	3.065120E-3	3.071800E-3	3.079430E-3	3.076570E-3	3.088010E-3	3.086100E-3	3.080380E-3	3.086100E-3	3.087060E-3	3.071800E-3	3.083240E-3	3.089920E-3	3.094690E-3	3.079430E-3	3.090870E-3	3.086100E-3	3.092780E-3	3.091830E-3	3.084200E-3	3.087060E-3	3.098500E-3	3.110900E-3	3.088970E-3	3.089920E-3	3.090870E-3	3.096600E-3	3.101360E-3	3.100410E-3	3.093730E-3	3.108990E-3	3.108990E-3	3.108040E-3	3.110900E-3	3.105180E-3	3.102320E-3	3.099460E-3	3.118530E-3	3.109950E-3	3.104220E-3	3.127110E-3	3.110900E-3	3.100410E-3	3.108990E-3	3.107090E-3	3.110900E-3	3.110900E-3	3.110900E-3	3.098500E-3	3.100410E-3	3.107090E-3	3.120440E-3	3.116620E-3	3.093730E-3	3.114720E-3	3.119480E-3	3.103270E-3	3.107090E-3	3.105180E-3	3.107090E-3	3.109950E-3	3.116620E-3	3.110900E-3	3.117580E-3	3.097550E-3	3.097550E-3	3.099460E-3	3.116620E-3	3.095640E-3	3.103270E-3	3.060360E-3	3.092780E-3	3.112810E-3	3.114720E-3
3.058450E-3	3.092780E-3	3.067030E-3	3.075610E-3	3.067990E-3	3.065120E-3	3.055590E-3	3.068940E-3	3.068940E-3	3.066080E-3	3.080380E-3	3.075610E-3	3.073710E-3	3.085150E-3	3.075610E-3	3.082290E-3	3.071800E-3	3.078480E-3	3.082290E-3	3.075610E-3	3.062260E-3	3.079430E-3	3.067030E-3	3.073710E-3	3.075610E-3	3.084200E-3	3.081340E-3	3.078480E-3	3.084200E-3	3.089920E-3	3.083240E-3	3.073710E-3	3.087060E-3	3.088010E-3	3.088010E-3	3.082290E-3	3.088970E-3	3.082290E-3	3.088010E-3	3.092780E-3	3.093730E-3	3.094690E-3	3.093730E-3	3.108990E-3	3.084200E-3	3.088970E-3	3.090870E-3	3.092780E-3	3.100410E-3	3.102320E-3	3.099460E-3	3.104220E-3	3.113760E-3	3.107090E-3	3.104220E-3	3.108990E-3	3.115670E-3	3.096600E-3	3.114720E-3	3.109950E-3	3.109950E-3	3.117580E-3	3.117580E-3	3.107090E-3	3.113760E-3	3.113760E-3	3.116620E-3	3.115670E-3	3.111850E-3	3.094690E-3	3.100410E-3	3.104220E-3	3.111850E-3	3.112810E-3	3.106130E-3	3.110900E-3	3.120440E-3	3.096600E-3	3.112810E-3	3.104220E-3	3.105180E-3	3.101360E-3	3.122340E-3	3.108990E-3	3.113760E-3	3.100410E-3	3.097550E-3	3.102320E-3	3.107090E-3	3.086100E-3	3.105180E-3	3.082290E-3	3.065120E-3	3.108990E-3	3.126160E-3
3.060360E-3	3.071800E-3	3.073710E-3	3.071800E-3	3.067030E-3	3.060360E-3	3.055590E-3	3.068940E-3	3.065120E-3	3.073710E-3	3.070850E-3	3.072750E-3	3.075610E-3	3.085150E-3	3.082290E-3	3.082290E-3	3.072750E-3	3.084200E-3	3.078480E-3	3.073710E-3	3.057490E-3	3.088970E-3	3.060360E-3	3.077520E-3	3.082290E-3	3.090870E-3	3.084200E-3	3.080380E-3	3.098500E-3	3.087060E-3	3.088970E-3	3.075610E-3	3.084200E-3	3.093730E-3	3.088010E-3	3.080380E-3	3.092780E-3	3.087060E-3	3.093730E-3	3.093730E-3	3.099460E-3	3.093730E-3	3.095640E-3	3.106130E-3	3.089920E-3	3.095640E-3	3.099460E-3	3.095640E-3	3.105180E-3	3.098500E-3	3.093730E-3	3.104220E-3	3.111850E-3	3.106130E-3	3.110900E-3	3.103270E-3	3.113760E-3	3.095640E-3	3.117580E-3	3.104220E-3	3.105180E-3	3.118530E-3	3.110900E-3	3.110900E-3	3.110900E-3	3.120440E-3	3.110900E-3	3.110900E-3	3.103270E-3	3.100410E-3	3.097550E-3	3.109950E-3	3.113760E-3	3.119480E-3	3.107090E-3	3.104220E-3	3.124250E-3	3.104220E-3	3.115670E-3	3.106130E-3	3.113760E-3	3.104220E-3	3.117580E-3	3.117580E-3	3.113760E-3	3.107090E-3	3.091830E-3	3.093730E-3	3.107090E-3	3.097550E-3	3.093730E-3	3.094690E-3	3.069890E-3	3.114720E-3	3.126160E-3
3.056540E-3	3.052730E-3	3.078480E-3	3.080380E-3	3.066080E-3	3.068940E-3	3.067990E-3	3.075610E-3	3.068940E-3	3.066080E-3	3.076570E-3	3.079430E-3	3.071800E-3	3.090870E-3	3.077520E-3	3.080380E-3	3.067030E-3	3.084200E-3	3.081340E-3	3.073710E-3	3.066080E-3	3.087060E-3	3.068940E-3	3.074660E-3	3.078480E-3	3.085150E-3	3.084200E-3	3.082290E-3	3.097550E-3	3.084200E-3	3.087060E-3	3.069890E-3	3.088010E-3	3.088970E-3	3.076570E-3	3.078480E-3	3.088010E-3	3.088970E-3	3.097550E-3	3.097550E-3	3.099460E-3	3.090870E-3	3.096600E-3	3.108990E-3	3.087060E-3	3.093730E-3	3.095640E-3	3.096600E-3	3.108040E-3	3.106130E-3	3.097550E-3	3.107090E-3	3.115670E-3	3.111850E-3	3.109950E-3	3.103270E-3	3.113760E-3	3.106130E-3	3.108040E-3	3.110900E-3	3.107090E-3	3.117580E-3	3.110900E-3	3.112810E-3	3.114720E-3	3.113760E-3	3.110900E-3	3.108990E-3	3.100410E-3	3.104220E-3	3.106130E-3	3.116620E-3	3.113760E-3	3.115670E-3	3.104220E-3	3.104220E-3	3.113760E-3	3.102320E-3	3.114720E-3	3.095640E-3	3.108990E-3	3.110900E-3	3.115670E-3	3.112810E-3	3.120440E-3	3.104220E-3	3.101360E-3	3.090870E-3	3.105180E-3	3.089920E-3	3.088970E-3	3.095640E-3	3.098500E-3	3.114720E-3	3.124250E-3
3.061310E-3	3.060360E-3	3.071800E-3	3.080380E-3	3.073710E-3	3.068940E-3	3.070850E-3	3.077520E-3	3.067030E-3	3.062260E-3	3.084200E-3	3.079430E-3	3.075610E-3	3.084200E-3	3.082290E-3	3.086100E-3	3.070850E-3	3.081340E-3	3.078480E-3	3.085150E-3	3.068940E-3	3.077520E-3	3.081340E-3	3.082290E-3	3.076570E-3	3.088970E-3	3.080380E-3	3.073710E-3	3.087060E-3	3.089920E-3	3.083240E-3	3.075610E-3	3.097550E-3	3.084200E-3	3.068940E-3	3.084200E-3	3.092780E-3	3.088970E-3	3.095640E-3	3.093730E-3	3.105180E-3	3.100410E-3	3.093730E-3	3.099460E-3	3.088010E-3	3.096600E-3	3.096600E-3	3.098500E-3	3.101360E-3	3.105180E-3	3.098500E-3	3.102320E-3	3.110900E-3	3.106130E-3	3.105180E-3	3.113760E-3	3.113760E-3	3.108040E-3	3.097550E-3	3.115670E-3	3.108990E-3	3.109950E-3	3.112810E-3	3.116620E-3	3.120440E-3	3.117580E-3	3.108040E-3	3.114720E-3	3.103270E-3	3.102320E-3	3.107090E-3	3.113760E-3	3.109950E-3	3.108990E-3	3.108990E-3	3.099460E-3	3.108990E-3	3.102320E-3	3.122340E-3	3.097550E-3	3.105180E-3	3.102320E-3	3.124250E-3	3.107090E-3	3.110900E-3	3.111850E-3	3.107090E-3	3.101360E-3	3.095640E-3	3.089920E-3	3.100410E-3	3.111850E-3	3.106130E-3	3.120440E-3	3.128070E-3
3.067030E-3	3.084200E-3	3.071800E-3	3.073710E-3	3.071800E-3	3.068940E-3	3.073710E-3	3.067030E-3	3.075610E-3	3.067030E-3	3.080380E-3	3.073710E-3	3.071800E-3	3.083240E-3	3.082290E-3	3.080380E-3	3.070850E-3	3.082290E-3	3.085150E-3	3.085150E-3	3.076570E-3	3.079430E-3	3.082290E-3	3.082290E-3	3.090870E-3	3.092780E-3	3.086100E-3	3.073710E-3	3.088970E-3	3.087060E-3	3.088970E-3	3.079430E-3	3.092780E-3	3.090870E-3	3.075610E-3	3.082290E-3	3.094690E-3	3.095640E-3	3.100410E-3	3.095640E-3	3.102320E-3	3.097550E-3	3.100410E-3	3.095640E-3	3.097550E-3	3.102320E-3	3.097550E-3	3.102320E-3	3.104220E-3	3.099460E-3	3.094690E-3	3.107090E-3	3.111850E-3	3.108990E-3	3.110900E-3	3.111850E-3	3.113760E-3	3.105180E-3	3.105180E-3	3.108040E-3	3.102320E-3	3.112810E-3	3.108990E-3	3.107090E-3	3.112810E-3	3.120440E-3	3.108040E-3	3.113760E-3	3.100410E-3	3.108990E-3	3.109950E-3	3.120440E-3	3.113760E-3	3.108990E-3	3.107090E-3	3.103270E-3	3.109950E-3	3.105180E-3	3.120440E-3	3.105180E-3	3.110900E-3	3.089920E-3	3.122340E-3	3.112810E-3	3.107090E-3	3.118530E-3	3.113760E-3	3.103270E-3	3.097550E-3	3.110900E-3	3.121390E-3	3.111850E-3	3.088010E-3	3.120440E-3	3.126160E-3
3.062260E-3	3.100410E-3	3.069890E-3	3.080380E-3	3.070850E-3	3.075610E-3	3.082290E-3	3.066080E-3	3.077520E-3	3.067030E-3	3.084200E-3	3.079430E-3	3.068940E-3	3.087060E-3	3.080380E-3	3.080380E-3	3.075610E-3	3.076570E-3	3.088970E-3	3.085150E-3	3.075610E-3	3.077520E-3	3.088970E-3	3.080380E-3	3.097550E-3	3.084200E-3	3.084200E-3	3.077520E-3	3.087060E-3	3.084200E-3	3.086100E-3	3.072750E-3	3.091830E-3	3.093730E-3	3.078480E-3	3.087060E-3	3.089920E-3	3.091830E-3	3.091830E-3	3.092780E-3	3.102320E-3	3.097550E-3	3.097550E-3	3.101360E-3	3.095640E-3	3.102320E-3	3.093730E-3	3.096600E-3	3.100410E-3	3.101360E-3	3.100410E-3	3.108990E-3	3.112810E-3	3.114720E-3	3.108040E-3	3.115670E-3	3.117580E-3	3.110900E-3	3.103270E-3	3.109950E-3	3.107090E-3	3.110900E-3	3.114720E-3	3.107090E-3	3.110900E-3	3.118530E-3	3.110900E-3	3.117580E-3	3.108990E-3	3.105180E-3	3.115670E-3	3.118530E-3	3.108040E-3	3.103270E-3	3.105180E-3	3.104220E-3	3.104220E-3	3.100410E-3	3.113760E-3	3.102320E-3	3.107090E-3	3.095640E-3	3.118530E-3	3.108990E-3	3.117580E-3	3.113760E-3	3.121390E-3	3.106130E-3	3.099460E-3	3.122340E-3	3.122340E-3	3.090870E-3	3.080380E-3	3.122340E-3	3.129970E-3
3.068940E-3	3.088010E-3	3.058450E-3	3.081340E-3	3.069890E-3	3.071800E-3	3.079430E-3	3.070850E-3	3.075610E-3	3.070850E-3	3.079430E-3	3.078480E-3	3.073710E-3	3.082290E-3	3.085150E-3	3.084200E-3	3.080380E-3	3.080380E-3	3.082290E-3	3.086100E-3	3.073710E-3	3.073710E-3	3.087060E-3	3.087060E-3	3.097550E-3	3.087060E-3	3.087060E-3	3.073710E-3	3.082290E-3	3.094690E-3	3.082290E-3	3.078480E-3	3.095640E-3	3.102320E-3	3.088970E-3	3.085150E-3	3.095640E-3	3.090870E-3	3.088010E-3	3.095640E-3	3.102320E-3	3.102320E-3	3.097550E-3	3.099460E-3	3.093730E-3	3.108040E-3	3.098500E-3	3.096600E-3	3.096600E-3	3.096600E-3	3.096600E-3	3.109950E-3	3.109950E-3	3.105180E-3	3.101360E-3	3.120440E-3	3.108990E-3	3.108040E-3	3.100410E-3	3.110900E-3	3.108990E-3	3.109950E-3	3.112810E-3	3.108990E-3	3.113760E-3	3.122340E-3	3.107090E-3	3.113760E-3	3.113760E-3	3.105180E-3	3.108990E-3	3.107090E-3	3.105180E-3	3.107090E-3	3.107090E-3	3.111850E-3	3.108040E-3	3.102320E-3	3.115670E-3	3.107090E-3	3.104220E-3	3.098500E-3	3.117580E-3	3.108990E-3	3.116620E-3	3.113760E-3	3.114720E-3	3.110900E-3	3.095640E-3	3.114720E-3	3.100410E-3	3.082290E-3	3.098500E-3	3.128070E-3	3.128070E-3
3.073710E-3	3.068940E-3	3.060360E-3	3.073710E-3	3.065120E-3	3.071800E-3	3.081340E-3	3.068940E-3	3.085150E-3	3.072750E-3	3.070850E-3	3.075610E-3	3.070850E-3	3.087060E-3	3.082290E-3	3.079430E-3	3.075610E-3	3.080380E-3	3.086100E-3	3.078480E-3	3.077520E-3	3.082290E-3	3.085150E-3	3.082290E-3	3.102320E-3	3.088970E-3	3.090870E-3	3.078480E-3	3.088970E-3	3.093730E-3	3.084200E-3	3.084200E-3	3.088010E-3	3.101360E-3	3.091830E-3	3.078480E-3	3.095640E-3	3.093730E-3	3.087060E-3	3.096600E-3	3.093730E-3	3.095640E-3	3.100410E-3	3.104220E-3	3.102320E-3	3.106130E-3	3.095640E-3	3.089920E-3	3.099460E-3	3.101360E-3	3.097550E-3	3.114720E-3	3.113760E-3	3.100410E-3	3.108040E-3	3.110900E-3	3.108990E-3	3.109950E-3	3.104220E-3	3.106130E-3	3.107090E-3	3.110900E-3	3.113760E-3	3.102320E-3	3.108040E-3	3.115670E-3	3.108990E-3	3.115670E-3	3.109950E-3	3.109950E-3	3.111850E-3	3.108990E-3	3.108040E-3	3.108990E-3	3.102320E-3	3.110900E-3	3.107090E-3	3.107090E-3	3.111850E-3	3.111850E-3	3.108990E-3	3.096600E-3	3.108040E-3	3.116620E-3	3.110900E-3	3.104220E-3	3.113760E-3	3.102320E-3	3.100410E-3	3.119480E-3	3.086100E-3	3.103270E-3	3.113760E-3	3.128070E-3	3.124250E-3
3.067030E-3	3.081340E-3	3.060360E-3	3.079430E-3	3.073710E-3	3.078480E-3	3.084200E-3	3.077520E-3	3.084200E-3	3.070850E-3	3.075610E-3	3.085150E-3	3.077520E-3	3.090870E-3	3.084200E-3	3.082290E-3	3.084200E-3	3.080380E-3	3.086100E-3	3.079430E-3	3.078480E-3	3.079430E-3	3.093730E-3	3.078480E-3	3.095640E-3	3.086100E-3	3.086100E-3	3.075610E-3	3.087060E-3	3.093730E-3	3.081340E-3	3.087060E-3	3.089920E-3	3.097550E-3	3.091830E-3	3.083240E-3	3.091830E-3	3.089920E-3	3.077520E-3	3.090870E-3	3.095640E-3	3.096600E-3	3.095640E-3	3.105180E-3	3.099460E-3	3.108990E-3	3.097550E-3	3.090870E-3	3.095640E-3	3.107090E-3	3.104220E-3	3.108990E-3	3.105180E-3	3.101360E-3	3.109950E-3	3.110900E-3	3.113760E-3	3.115670E-3	3.099460E-3	3.109950E-3	3.109950E-3	3.104220E-3	3.118530E-3	3.105180E-3	3.112810E-3	3.114720E-3	3.102320E-3	3.123300E-3	3.114720E-3	3.103270E-3	3.116620E-3	3.108040E-3	3.103270E-3	3.104220E-3	3.107090E-3	3.112810E-3	3.105180E-3	3.102320E-3	3.108040E-3	3.104220E-3	3.104220E-3	3.107090E-3	3.109950E-3	3.113760E-3	3.113760E-3	3.103270E-3	3.110900E-3	3.098500E-3	3.096600E-3	3.133790E-3	3.099460E-3	3.133790E-3	3.101360E-3	3.128070E-3	3.129970E-3
3.067990E-3	3.100410E-3	3.055590E-3	3.078480E-3	3.077520E-3	3.073710E-3	3.075610E-3	3.080380E-3	3.078480E-3	3.076570E-3	3.072750E-3	3.087060E-3	3.082290E-3	3.085150E-3	3.087060E-3	3.078480E-3	3.088970E-3	3.087060E-3	3.087060E-3	3.081340E-3	3.087060E-3	3.075610E-3	3.090870E-3	3.086100E-3	3.084200E-3	3.088970E-3	3.089920E-3	3.076570E-3	3.081340E-3	3.093730E-3	3.090870E-3	3.093730E-3	3.090870E-3	3.102320E-3	3.095640E-3	3.084200E-3	3.102320E-3	3.095640E-3	3.076570E-3	3.094690E-3	3.092780E-3	3.101360E-3	3.104220E-3	3.097550E-3	3.102320E-3	3.114720E-3	3.102320E-3	3.088970E-3	3.100410E-3	3.102320E-3	3.099460E-3	3.107090E-3	3.106130E-3	3.096600E-3	3.107090E-3	3.113760E-3	3.108990E-3	3.108990E-3	3.104220E-3	3.103270E-3	3.104220E-3	3.108990E-3	3.110900E-3	3.106130E-3	3.113760E-3	3.114720E-3	3.100410E-3	3.120440E-3	3.110900E-3	3.104220E-3	3.108990E-3	3.109950E-3	3.107090E-3	3.107090E-3	3.105180E-3	3.110900E-3	3.113760E-3	3.108040E-3	3.114720E-3	3.106130E-3	3.105180E-3	3.108990E-3	3.115670E-3	3.112810E-3	3.107090E-3	3.107090E-3	3.107090E-3	3.101360E-3	3.095640E-3	3.131880E-3	3.117580E-3	3.136650E-3	3.095640E-3	3.128070E-3	3.128070E-3
3.068940E-3	3.096600E-3	3.062260E-3	3.072750E-3	3.074660E-3	3.074660E-3	3.071800E-3	3.075610E-3	3.083240E-3	3.075610E-3	3.073710E-3	3.085150E-3	3.080380E-3	3.087060E-3	3.082290E-3	3.077520E-3	3.086100E-3	3.082290E-3	3.093730E-3	3.080380E-3	3.084200E-3	3.084200E-3	3.090870E-3	3.087060E-3	3.090870E-3	3.082290E-3	3.089920E-3	3.087060E-3	3.088010E-3	3.089920E-3	3.102320E-3	3.088970E-3	3.087060E-3	3.100410E-3	3.087060E-3	3.080380E-3	3.101360E-3	3.095640E-3	3.085150E-3	3.095640E-3	3.087060E-3	3.096600E-3	3.110900E-3	3.101360E-3	3.107090E-3	3.110900E-3	3.098500E-3	3.097550E-3	3.106130E-3	3.104220E-3	3.101360E-3	3.102320E-3	3.115670E-3	3.103270E-3	3.109950E-3	3.110900E-3	3.112810E-3	3.108990E-3	3.112810E-3	3.098500E-3	3.104220E-3	3.108040E-3	3.110900E-3	3.102320E-3	3.120440E-3	3.110900E-3	3.106130E-3	3.120440E-3	3.106130E-3	3.107090E-3	3.108990E-3	3.117580E-3	3.106130E-3	3.100410E-3	3.102320E-3	3.111850E-3	3.110900E-3	3.103270E-3	3.110900E-3	3.106130E-3	3.108990E-3	3.108040E-3	3.115670E-3	3.116620E-3	3.108040E-3	3.102320E-3	3.109950E-3	3.098500E-3	3.097550E-3	3.108990E-3	3.109950E-3	3.110900E-3	3.110900E-3	3.118530E-3	3.128070E-3
3.064170E-3	3.075610E-3	3.065120E-3	3.075610E-3	3.082290E-3	3.073710E-3	3.076570E-3	3.082290E-3	3.076570E-3	3.075610E-3	3.088010E-3	3.094690E-3	3.087060E-3	3.085150E-3	3.088010E-3	3.084200E-3	3.094690E-3	3.078480E-3	3.089920E-3	3.087060E-3	3.090870E-3	3.082290E-3	3.091830E-3	3.088970E-3	3.095640E-3	3.080380E-3	3.089920E-3	3.085150E-3	3.092780E-3	3.097550E-3	3.095640E-3	3.090870E-3	3.093730E-3	3.105180E-3	3.088970E-3	3.088970E-3	3.097550E-3	3.087060E-3	3.082290E-3	3.101360E-3	3.093730E-3	3.100410E-3	3.107090E-3	3.097550E-3	3.101360E-3	3.114720E-3	3.108040E-3	3.100410E-3	3.105180E-3	3.102320E-3	3.106130E-3	3.095640E-3	3.113760E-3	3.110900E-3	3.102320E-3	3.116620E-3	3.110900E-3	3.117580E-3	3.110900E-3	3.104220E-3	3.104220E-3	3.104220E-3	3.115670E-3	3.111850E-3	3.127110E-3	3.121390E-3	3.105180E-3	3.120440E-3	3.111850E-3	3.102320E-3	3.108040E-3	3.109950E-3	3.098500E-3	3.100410E-3	3.112810E-3	3.117580E-3	3.108040E-3	3.101360E-3	3.108990E-3	3.102320E-3	3.106130E-3	3.122340E-3	3.123300E-3	3.109950E-3	3.113760E-3	3.108990E-3	3.108990E-3	3.107090E-3	3.092780E-3	3.095640E-3	3.083240E-3	3.089920E-3	3.122340E-3	3.122340E-3	3.137600E-3
3.069890E-3	3.081340E-3	3.060360E-3	3.067990E-3	3.083240E-3	3.068940E-3	3.070850E-3	3.080380E-3	3.067030E-3	3.078480E-3	3.091830E-3	3.094690E-3	3.085150E-3	3.078480E-3	3.089920E-3	3.081340E-3	3.095640E-3	3.081340E-3	3.091830E-3	3.083240E-3	3.090870E-3	3.075610E-3	3.081340E-3	3.096600E-3	3.095640E-3	3.090870E-3	3.102320E-3	3.085150E-3	3.085150E-3	3.096600E-3	3.092780E-3	3.091830E-3	3.093730E-3	3.107090E-3	3.093730E-3	3.089920E-3	3.102320E-3	3.093730E-3	3.088010E-3	3.099460E-3	3.093730E-3	3.102320E-3	3.112810E-3	3.094690E-3	3.105180E-3	3.111850E-3	3.117580E-3	3.097550E-3	3.111850E-3	3.098500E-3	3.100410E-3	3.101360E-3	3.112810E-3	3.108990E-3	3.098500E-3	3.117580E-3	3.113760E-3	3.112810E-3	3.116620E-3	3.101360E-3	3.098500E-3	3.110900E-3	3.112810E-3	3.110900E-3	3.122340E-3	3.121390E-3	3.108990E-3	3.114720E-3	3.108990E-3	3.107090E-3	3.098500E-3	3.108040E-3	3.104220E-3	3.108040E-3	3.113760E-3	3.116620E-3	3.113760E-3	3.110900E-3	3.113760E-3	3.108990E-3	3.110900E-3	3.125210E-3	3.120440E-3	3.111850E-3	3.108990E-3	3.114720E-3	3.093730E-3	3.108040E-3	3.098500E-3	3.110900E-3	3.081340E-3	3.094690E-3	3.108990E-3	3.128070E-3	3.133790E-3
3.070850E-3	3.094690E-3	3.067030E-3	3.060360E-3	3.082290E-3	3.071800E-3	3.071800E-3	3.083240E-3	3.068940E-3	3.074660E-3	3.087060E-3	3.090870E-3	3.082290E-3	3.086100E-3	3.084200E-3	3.087060E-3	3.090870E-3	3.076570E-3	3.090870E-3	3.082290E-3	3.090870E-3	3.080380E-3	3.081340E-3	3.091830E-3	3.098500E-3	3.090870E-3	3.104220E-3	3.093730E-3	3.088970E-3	3.100410E-3	3.097550E-3	3.088970E-3	3.090870E-3	3.101360E-3	3.087060E-3	3.090870E-3	3.100410E-3	3.094690E-3	3.095640E-3	3.102320E-3	3.099460E-3	3.098500E-3	3.107090E-3	3.103270E-3	3.102320E-3	3.104220E-3	3.113760E-3	3.100410E-3	3.108990E-3	3.108040E-3	3.100410E-3	3.098500E-3	3.115670E-3	3.115670E-3	3.105180E-3	3.117580E-3	3.115670E-3	3.113760E-3	3.117580E-3	3.103270E-3	3.103270E-3	3.108990E-3	3.118530E-3	3.107090E-3	3.124250E-3	3.117580E-3	3.104220E-3	3.116620E-3	3.098500E-3	3.105180E-3	3.102320E-3	3.110900E-3	3.104220E-3	3.107090E-3	3.110900E-3	3.119480E-3	3.108990E-3	3.109950E-3	3.108990E-3	3.107090E-3	3.107090E-3	3.117580E-3	3.110900E-3	3.122340E-3	3.108990E-3	3.112810E-3	3.089920E-3	3.104220E-3	3.099460E-3	3.142370E-3	3.105180E-3	3.094690E-3	3.095640E-3	3.124250E-3	3.133790E-3
